Type,Subtype,Subset,Filter,Genotype,QQ.Field,QQ,METRIC.Recall,METRIC.Precision,METRIC.Frac_NA,METRIC.F1_Score,FP.gt,FP.al,Subset.Size,Subset.IS_CONF.Size,Subset.Level,TRUTH.TOTAL,TRUTH.TOTAL.ti,TRUTH.TOTAL.tv,TRUTH.TOTAL.het,TRUTH.TOTAL.homalt,TRUTH.TOTAL.TiTv_ratio,TRUTH.TOTAL.het_hom_ratio,TRUTH.TP,TRUTH.TP.ti,TRUTH.TP.tv,TRUTH.TP.het,TRUTH.TP.homalt,TRUTH.TP.TiTv_ratio,TRUTH.TP.het_hom_ratio,TRUTH.FN,TRUTH.FN.ti,TRUTH.FN.tv,TRUTH.FN.het,TRUTH.FN.homalt,TRUTH.FN.TiTv_ratio,TRUTH.FN.het_hom_ratio,QUERY.TOTAL,QUERY.TOTAL.ti,QUERY.TOTAL.tv,QUERY.TOTAL.het,QUERY.TOTAL.homalt,QUERY.TOTAL.TiTv_ratio,QUERY.TOTAL.het_hom_ratio,QUERY.TP,QUERY.TP.ti,QUERY.TP.tv,QUERY.TP.het,QUERY.TP.homalt,QUERY.TP.TiTv_ratio,QUERY.TP.het_hom_ratio,QUERY.FP,QUERY.FP.ti,QUERY.FP.tv,QUERY.FP.het,QUERY.FP.homalt,QUERY.FP.TiTv_ratio,QUERY.FP.het_hom_ratio,QUERY.UNK,QUERY.UNK.ti,QUERY.UNK.tv,QUERY.UNK.het,QUERY.UNK.homalt,QUERY.UNK.TiTv_ratio,QUERY.UNK.het_hom_ratio
INDEL,D16_PLUS,*,ALL,*,QUAL,*,0.306082,0.766808,0.687102,0.437521,433,170,2809091522,2546949881.000000,0.000000,6495,.,.,3608.000000,2225.000000,,1.62157303371,1988,.,.,656.000000,1286.000000,,0.510108864697,4507,.,.,2952.000000,939.000000,,3.14376996805,8319,.,.,2874.000000,5445.000000,,0.52782369146,1996,.,.,708.000000,1288.000000,,0.549689440994,607,.,.,151.000000,456.000000,,0.331140350877,5716,.,.,2015.000000,3701.000000,,0.544447446636
INDEL,D16_PLUS,*,PASS,*,QUAL,*,0.306082,0.766808,0.687102,0.437521,433,170,2809091522,2546949881.000000,0.000000,6495,.,.,3608.000000,2225.000000,,1.62157303371,1988,.,.,656.000000,1286.000000,,0.510108864697,4507,.,.,2952.000000,939.000000,,3.14376996805,8319,.,.,2874.000000,5445.000000,,0.52782369146,1996,.,.,708.000000,1288.000000,,0.549689440994,607,.,.,151.000000,456.000000,,0.331140350877,5716,.,.,2015.000000,3701.000000,,0.544447446636
INDEL,D16_PLUS,TS_boundary,ALL,*,QUAL,*,0.588235,0.909091,0.872093,0.714286,1,0,3033800718.000000,2546949881.000000,0.000000,17,.,.,13.000000,4.000000,,3.25,10,.,.,6.000000,4.000000,,1.5,7,.,.,7.000000,0.000000,,,86,.,.,31.000000,55.000000,,0.563636363636,10,.,.,6.000000,4.000000,,1.5,1,.,.,0.000000,1.000000,,0.0,75,.,.,25.000000,50.000000,,0.5
INDEL,D16_PLUS,TS_boundary,PASS,*,QUAL,*,0.588235,0.909091,0.872093,0.714286,1,0,3033800718.000000,2546949881.000000,0.000000,17,.,.,13.000000,4.000000,,3.25,10,.,.,6.000000,4.000000,,1.5,7,.,.,7.000000,0.000000,,,86,.,.,31.000000,55.000000,,0.563636363636,10,.,.,6.000000,4.000000,,1.5,1,.,.,0.000000,1.000000,,0.0,75,.,.,25.000000,50.000000,,0.5
INDEL,D16_PLUS,TS_contained,ALL,*,QUAL,*,0.305341,0.766204,0.0,0.436666,432,170,2546949881.000000,2546949881.000000,0.000000,6478,.,.,3595.000000,2221.000000,,1.61864025214,1978,.,.,650.000000,1282.000000,,0.507020280811,4500,.,.,2945.000000,939.000000,,3.13631522897,2592,.,.,853.000000,1739.000000,,0.490511788384,1986,.,.,702.000000,1284.000000,,0.546728971963,606,.,.,151.000000,455.000000,,0.331868131868,0,.,.,0.000000,0.000000,,
INDEL,D16_PLUS,TS_contained,PASS,*,QUAL,*,0.305341,0.766204,0.0,0.436666,432,170,2546949881.000000,2546949881.000000,0.000000,6478,.,.,3595.000000,2221.000000,,1.61864025214,1978,.,.,650.000000,1282.000000,,0.507020280811,4500,.,.,2945.000000,939.000000,,3.13631522897,2592,.,.,853.000000,1739.000000,,0.490511788384,1986,.,.,702.000000,1284.000000,,0.546728971963,606,.,.,151.000000,455.000000,,0.331868131868,0,.,.,0.000000,0.000000,,
INDEL,D1_5,*,ALL,*,QUAL,*,0.308844,0.492268,0.273859,0.379558,18590,14089,2809091522,2546949881.000000,0.000000,245551,.,.,140049.000000,86127.000000,,1.62607544672,75837,.,.,28598.000000,46149.000000,,0.619688400615,169714,.,.,111451.000000,39978.000000,,2.78780829456,212387,.,.,118744.000000,93643.000000,,1.26804993433,75919,.,.,29924.000000,45995.000000,,0.650592455702,78304,.,.,56515.000000,21789.000000,,2.59373996053,58164,.,.,32305.000000,25859.000000,,1.24927491396
INDEL,D1_5,*,PASS,*,QUAL,*,0.308844,0.492268,0.273859,0.379558,18590,14089,2809091522,2546949881.000000,0.000000,245551,.,.,140049.000000,86127.000000,,1.62607544672,75837,.,.,28598.000000,46149.000000,,0.619688400615,169714,.,.,111451.000000,39978.000000,,2.78780829456,212387,.,.,118744.000000,93643.000000,,1.26804993433,75919,.,.,29924.000000,45995.000000,,0.650592455702,78304,.,.,56515.000000,21789.000000,,2.59373996053,58164,.,.,32305.000000,25859.000000,,1.24927491396
INDEL,D1_5,TS_boundary,ALL,*,QUAL,*,0.344519,0.6875,0.839427,0.459016,34,28,3033800718.000000,2546949881.000000,0.000000,447,.,.,271.000000,168.000000,,1.6130952381,154,.,.,57.000000,97.000000,,0.587628865979,293,.,.,214.000000,71.000000,,3.01408450704,1395,.,.,694.000000,701.000000,,0.990014265335,154,.,.,57.000000,97.000000,,0.587628865979,70,.,.,33.000000,37.000000,,0.891891891892,1171,.,.,604.000000,567.000000,,1.06525573192
INDEL,D1_5,TS_boundary,PASS,*,QUAL,*,0.344519,0.6875,0.839427,0.459016,34,28,3033800718.000000,2546949881.000000,0.000000,447,.,.,271.000000,168.000000,,1.6130952381,154,.,.,57.000000,97.000000,,0.587628865979,293,.,.,214.000000,71.000000,,3.01408450704,1395,.,.,694.000000,701.000000,,0.990014265335,154,.,.,57.000000,97.000000,,0.587628865979,70,.,.,33.000000,37.000000,,0.891891891892,1171,.,.,604.000000,567.000000,,1.06525573192
INDEL,D1_5,TS_contained,ALL,*,QUAL,*,0.308779,0.491984,0.0,0.379424,18556,14061,2546949881.000000,2546949881.000000,0.000000,245104,.,.,139778.000000,85959.000000,,1.62610081551,75683,.,.,28541.000000,46052.000000,,0.619755928081,169421,.,.,111237.000000,39907.000000,,2.7874057183,153999,.,.,86349.000000,67650.000000,,1.27640798226,75765,.,.,29867.000000,45898.000000,,0.650725521809,78234,.,.,56482.000000,21752.000000,,2.5966347922,0,.,.,0.000000,0.000000,,
INDEL,D1_5,TS_contained,PASS,*,QUAL,*,0.308779,0.491984,0.0,0.379424,18556,14061,2546949881.000000,2546949881.000000,0.000000,245104,.,.,139778.000000,85959.000000,,1.62610081551,75683,.,.,28541.000000,46052.000000,,0.619755928081,169421,.,.,111237.000000,39907.000000,,2.7874057183,153999,.,.,86349.000000,67650.000000,,1.27640798226,75765,.,.,29867.000000,45898.000000,,0.650725521809,78234,.,.,56482.000000,21752.000000,,2.5966347922,0,.,.,0.000000,0.000000,,
INDEL,D6_15,*,ALL,*,QUAL,*,0.26902,0.691773,0.489869,0.38739,1588,1775,2809091522,2546949881.000000,0.000000,27786,.,.,13358.000000,7624.000000,,1.75209863589,7475,.,.,2647.000000,4349.000000,,0.60864566567,20311,.,.,10711.000000,3275.000000,,3.27053435115,21420,.,.,10182.000000,11238.000000,,0.906033101975,7559,.,.,3208.000000,4351.000000,,0.737301769708,3368,.,.,1461.000000,1907.000000,,0.766124803356,10493,.,.,5513.000000,4980.000000,,1.10702811245
INDEL,D6_15,*,PASS,*,QUAL,*,0.26902,0.691773,0.489869,0.38739,1588,1775,2809091522,2546949881.000000,0.000000,27786,.,.,13358.000000,7624.000000,,1.75209863589,7475,.,.,2647.000000,4349.000000,,0.60864566567,20311,.,.,10711.000000,3275.000000,,3.27053435115,21420,.,.,10182.000000,11238.000000,,0.906033101975,7559,.,.,3208.000000,4351.000000,,0.737301769708,3368,.,.,1461.000000,1907.000000,,0.766124803356,10493,.,.,5513.000000,4980.000000,,1.10702811245
INDEL,D6_15,TS_boundary,ALL,*,QUAL,*,0.46875,0.909091,0.880435,0.618557,3,0,3033800718.000000,2546949881.000000,0.000000,64,.,.,36.000000,25.000000,,1.44,30,.,.,11.000000,19.000000,,0.578947368421,34,.,.,25.000000,6.000000,,4.16666666667,276,.,.,120.000000,156.000000,,0.769230769231,30,.,.,11.000000,19.000000,,0.578947368421,3,.,.,1.000000,2.000000,,0.5,243,.,.,108.000000,135.000000,,0.8
INDEL,D6_15,TS_boundary,PASS,*,QUAL,*,0.46875,0.909091,0.880435,0.618557,3,0,3033800718.000000,2546949881.000000,0.000000,64,.,.,36.000000,25.000000,,1.44,30,.,.,11.000000,19.000000,,0.578947368421,34,.,.,25.000000,6.000000,,4.16666666667,276,.,.,120.000000,156.000000,,0.769230769231,30,.,.,11.000000,19.000000,,0.578947368421,3,.,.,1.000000,2.000000,,0.5,243,.,.,108.000000,135.000000,,0.8
INDEL,D6_15,TS_contained,ALL,*,QUAL,*,0.268559,0.691114,0.0,0.386809,1585,1775,2546949881.000000,2546949881.000000,0.000000,27722,.,.,13322.000000,7599.000000,,1.75312541124,7445,.,.,2636.000000,4330.000000,,0.608775981524,20277,.,.,10686.000000,3269.000000,,3.26888956868,10894,.,.,4657.000000,6237.000000,,0.746673080006,7529,.,.,3197.000000,4332.000000,,0.737996306556,3365,.,.,1460.000000,1905.000000,,0.766404199475,0,.,.,0.000000,0.000000,,
INDEL,D6_15,TS_contained,PASS,*,QUAL,*,0.268559,0.691114,0.0,0.386809,1585,1775,2546949881.000000,2546949881.000000,0.000000,27722,.,.,13322.000000,7599.000000,,1.75312541124,7445,.,.,2636.000000,4330.000000,,0.608775981524,20277,.,.,10686.000000,3269.000000,,3.26888956868,10894,.,.,4657.000000,6237.000000,,0.746673080006,7529,.,.,3197.000000,4332.000000,,0.737996306556,3365,.,.,1460.000000,1905.000000,,0.766404199475,0,.,.,0.000000,0.000000,,
INDEL,I16_PLUS,*,ALL,*,QUAL,*,0.283981,0.757129,0.775286,0.413041,342,167,2809091522,2546949881.000000,0.000000,5606,.,.,3109.000000,1783.000000,,1.74369040942,1592,.,.,550.000000,993.000000,,0.55387713998,4014,.,.,2559.000000,790.000000,,3.23924050633,9363,.,.,4437.000000,4657.000000,,0.952759287095,1593,.,.,563.000000,994.000000,,0.566398390342,511,.,.,185.000000,323.000000,,0.572755417957,7259,.,.,3689.000000,3340.000000,,1.10449101796
INDEL,I16_PLUS,*,PASS,*,QUAL,*,0.283981,0.757129,0.775286,0.413041,342,167,2809091522,2546949881.000000,0.000000,5606,.,.,3109.000000,1783.000000,,1.74369040942,1592,.,.,550.000000,993.000000,,0.55387713998,4014,.,.,2559.000000,790.000000,,3.23924050633,9363,.,.,4437.000000,4657.000000,,0.952759287095,1593,.,.,563.000000,994.000000,,0.566398390342,511,.,.,185.000000,323.000000,,0.572755417957,7259,.,.,3689.000000,3340.000000,,1.10449101796
INDEL,I16_PLUS,TS_boundary,ALL,*,QUAL,*,0.3,0.857143,0.90411,0.444444,1,0,3033800718.000000,2546949881.000000,0.000000,20,.,.,10.000000,8.000000,,1.25,6,.,.,1.000000,5.000000,,0.2,14,.,.,9.000000,3.000000,,3.0,73,.,.,31.000000,38.000000,,0.815789473684,6,.,.,1.000000,5.000000,,0.2,1,.,.,0.000000,1.000000,,0.0,66,.,.,30.000000,32.000000,,0.9375
INDEL,I16_PLUS,TS_boundary,PASS,*,QUAL,*,0.3,0.857143,0.90411,0.444444,1,0,3033800718.000000,2546949881.000000,0.000000,20,.,.,10.000000,8.000000,,1.25,6,.,.,1.000000,5.000000,,0.2,14,.,.,9.000000,3.000000,,3.0,73,.,.,31.000000,38.000000,,0.815789473684,6,.,.,1.000000,5.000000,,0.2,1,.,.,0.000000,1.000000,,0.0,66,.,.,30.000000,32.000000,,0.9375
INDEL,I16_PLUS,TS_contained,ALL,*,QUAL,*,0.283924,0.756795,0.0,0.412931,341,167,2546949881.000000,2546949881.000000,0.000000,5586,.,.,3099.000000,1775.000000,,1.74591549296,1586,.,.,549.000000,988.000000,,0.555668016194,4000,.,.,2550.000000,787.000000,,3.24015247776,2097,.,.,747.000000,1311.000000,,0.569794050343,1587,.,.,562.000000,989.000000,,0.568250758342,510,.,.,185.000000,322.000000,,0.574534161491,0,.,.,0.000000,0.000000,,
INDEL,I16_PLUS,TS_contained,PASS,*,QUAL,*,0.283924,0.756795,0.0,0.412931,341,167,2546949881.000000,2546949881.000000,0.000000,5586,.,.,3099.000000,1775.000000,,1.74591549296,1586,.,.,549.000000,988.000000,,0.555668016194,4000,.,.,2550.000000,787.000000,,3.24015247776,2097,.,.,747.000000,1311.000000,,0.569794050343,1587,.,.,562.000000,989.000000,,0.568250758342,510,.,.,185.000000,322.000000,,0.574534161491,0,.,.,0.000000,0.000000,,
INDEL,I1_5,*,ALL,*,QUAL,*,0.301456,0.680901,0.32026,0.417897,15620,7448,2809091522,2546949881.000000,0.000000,234243,.,.,124673.000000,89844.000000,,1.38766083434,70614,.,.,22888.000000,46700.000000,,0.490107066381,163629,.,.,101785.000000,43144.000000,,2.35919247172,151786,.,.,66738.000000,83229.000000,,0.801859928631,70252,.,.,23280.000000,46483.000000,,0.500828259794,32923,.,.,18774.000000,13819.000000,,1.35856429554,48611,.,.,24684.000000,22927.000000,,1.0766345357
INDEL,I1_5,*,PASS,*,QUAL,*,0.301456,0.680901,0.32026,0.417897,15620,7448,2809091522,2546949881.000000,0.000000,234243,.,.,124673.000000,89844.000000,,1.38766083434,70614,.,.,22888.000000,46700.000000,,0.490107066381,163629,.,.,101785.000000,43144.000000,,2.35919247172,151786,.,.,66738.000000,83229.000000,,0.801859928631,70252,.,.,23280.000000,46483.000000,,0.500828259794,32923,.,.,18774.000000,13819.000000,,1.35856429554,48611,.,.,24684.000000,22927.000000,,1.0766345357
INDEL,I1_5,TS_boundary,ALL,*,QUAL,*,0.399568,0.782051,0.801358,0.528906,33,14,3033800718.000000,2546949881.000000,0.000000,463,.,.,226.000000,222.000000,,1.01801801802,185,.,.,48.000000,137.000000,,0.350364963504,278,.,.,178.000000,85.000000,,2.09411764706,1178,.,.,469.000000,688.000000,,0.681686046512,183,.,.,48.000000,135.000000,,0.355555555556,51,.,.,19.000000,32.000000,,0.59375,944,.,.,402.000000,521.000000,,0.771593090211
INDEL,I1_5,TS_boundary,PASS,*,QUAL,*,0.399568,0.782051,0.801358,0.528906,33,14,3033800718.000000,2546949881.000000,0.000000,463,.,.,226.000000,222.000000,,1.01801801802,185,.,.,48.000000,137.000000,,0.350364963504,278,.,.,178.000000,85.000000,,2.09411764706,1178,.,.,469.000000,688.000000,,0.681686046512,183,.,.,48.000000,135.000000,,0.355555555556,51,.,.,19.000000,32.000000,,0.59375,944,.,.,402.000000,521.000000,,0.771593090211
INDEL,I1_5,TS_contained,ALL,*,QUAL,*,0.301262,0.680671,0.0,0.417667,15587,7434,2546949881.000000,2546949881.000000,0.000000,233780,.,.,124447.000000,89622.000000,,1.3885764656,70429,.,.,22840.000000,46563.000000,,0.490518222623,163351,.,.,101607.000000,43059.000000,,2.35971573887,102941,.,.,41987.000000,60135.000000,,0.698212355533,70069,.,.,23232.000000,46348.000000,,0.501251402434,32872,.,.,18755.000000,13787.000000,,1.36033945021,0,.,.,0.000000,0.000000,,
INDEL,I1_5,TS_contained,PASS,*,QUAL,*,0.301262,0.680671,0.0,0.417667,15587,7434,2546949881.000000,2546949881.000000,0.000000,233780,.,.,124447.000000,89622.000000,,1.3885764656,70429,.,.,22840.000000,46563.000000,,0.490518222623,163351,.,.,101607.000000,43059.000000,,2.35971573887,102941,.,.,41987.000000,60135.000000,,0.698212355533,70069,.,.,23232.000000,46348.000000,,0.501251402434,32872,.,.,18755.000000,13787.000000,,1.36033945021,0,.,.,0.000000,0.000000,,
